380	0.0
385	0.00523
390	0.00547
395	0.0137
400	0.0331
405	0.0523
410	0.11
415	0.203
420	0.374
425	0.657
430	1.01
435	1.61
440	2.41
445	3.31
450	4.45
455	5.64
460	7.07
465	8.6
470	10.5
475	13
480	16.1
485	19
490	22.6
495	28.2
500	35.3
505	44.2
510	54.2
515	64.7
520	74.4
525	84.3
530	92.8
535	97
540	99.6
545	100
550	100
555	100
560	99.5
565	96.1
570	91.7
575	87.9
580	83.3
585	75.3
590	67.1
595	62.1
600	56.8
605	50.9
610	45.1
615	39.1
620	33.4
625	27.4
630	22.1
635	18.1
640	14.6
645	11.3
650	8.56
655	6.54
660	4.89
665	3.62
670	2.63
675	1.86
680	1.33
685	0.881
690	0.572
695	0.403
700	0.294
705	0.212
710	0.156
715	0.102
720	0.0616
725	0.046
730	0.0349
735	0.029
740	0.0225
745	0.0139
750	0.00636
755	0.0055
760	0.00464
770	0.0
